Game,Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,rating,ratings_count,metacritic,genres,platforms
PS5_BLINNK and the Vacuum of Space,PS5,BLINNK and the Vacuum of Space,Unknown,Sony Interactive Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,,2023-10-04,0.0,1.0,,"Casual, Indie, Adventure, Simulation","PC, PlayStation 5"
PS5_BLEACH Rebirth of Souls,PS5,BLEACH Rebirth of Souls,Unknown,Tamsoft Corporation,0.0,0.0,0.0,0.0,0.0,0.0,,2025-01-15,,,,,
PS5_Assetto Corsa Competizione,PS5,Assetto Corsa Competizione,Unknown,Kunos Simulazioni,0.0,0.0,0.0,0.0,0.0,0.0,,2021-08-27,,,,,
PS5_Atelier Marie Remake: The Alchemist of Salburg,PS5,Atelier Marie Remake: The Alchemist of Salburg,Koei Tecmo,Koei Tecmo Games,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-13,2023-11-03,0.0,1.0,,"Casual, RPG","PC, PlayStation 5, Nintendo Switch"
PS5_Astral Ascent,PS5,Astral Ascent,Unknown,Hibernian Workshop,0.0,0.0,0.0,0.0,0.0,0.0,,2023-11-16,4.0,7.0,,"Indie, Platformer, Adventure, Action","PC, PlayStation 5, PlayStation 4, Nintendo Switch"
PS5_Mafia: The Old Country,PS5,Mafia: The Old Country,Unknown,Hangar 13,0.0,0.0,0.0,0.0,0.0,0.0,,2024-08-21,3.79,33.0,,"Adventure, Action","PC, PlayStation 5, Xbox Series S/X"
PS5_Astria Ascending,PS5,Astria Ascending,Unknown,Artisan Studios,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-15,,,,,
PS5_Madden NFL 26,PS5,Madden NFL 26,Electronic Arts,EA Orlando,0.0,0.0,0.0,0.0,0.0,0.0,2025-08-14,2025-06-10,,,,,
PS5_Astro Bot,PS5,Astro Bot,Sony Interactive Entertainment,ASOBI Team,1500000.0,0.0,0.0,0.0,0.0,0.0,2024-09-06,2024-07-10,4.4,86.0,,"Platformer, Action",PlayStation 5
PS5_Astro's Playroom,PS5,Astro's Playroom,Sony Interactive Entertainment,ASOBI Team,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-12,2020-06-13,4.36,565.0,83.0,"Platformer, Action",PlayStation 5
PS5_Madden NFL 25,PS5,Madden NFL 25,Unknown,EA Tiburon,0.0,0.0,0.0,0.0,0.0,0.0,,2024-06-17,,,,,
PS5_Atari 50: The Anniversary Celebration,PS5,Atari 50: The Anniversary Celebration,Unknown,Digital Eclipse,0.0,0.0,0.0,0.0,0.0,0.0,,2022-11-09,,,,,
PS5_Atelier Resleriana: The Red Alchemist & the White Guardian,PS5,Atelier Resleriana: The Red Alchemist & the White Guardian,Unknown,Koei Tecmo Games,0.0,0.0,0.0,0.0,0.0,0.0,,2025-09-04,0.0,0.0,,RPG,"PC, PlayStation 5, Nintendo Switch"
PS5_Azure Striker Gunvolt Trilogy Enhanced,PS5,Azure Striker Gunvolt Trilogy Enhanced,Unknown,Inti Creates,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-09,,,,,
PS5_Atelier Ryza 2: Lost Legends & the Secret Fairy,PS5,Atelier Ryza 2: Lost Legends & the Secret Fairy,Unknown,Gust,0.0,0.0,0.0,0.0,0.0,0.0,,2020-12-09,3.61,18.0,81.0,"Adventure, RPG","PC, PlayStation 5, PlayStation 4, Nintendo Switch"
PS5_Atelier Ryza 3: Alchemist of the End & the Secret Key,PS5,Atelier Ryza 3: Alchemist of the End & the Secret Key,Unknown,Gust,0.0,0.0,0.0,0.0,0.0,0.0,,2023-01-07,3.44,9.0,,"Casual, Adventure, RPG, Simulation","PC, PlayStation 5, PlayStation 4, Nintendo Switch"
PS5_Atelier Yumia: The Alchemist of Memories & the Envisioned Land,PS5,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,Unknown,Koei Tecmo Games,0.0,0.0,0.0,0.0,0.0,0.0,,2024-11-04,3.33,6.0,,"Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
PS5_Atlas Fallen,PS5,Atlas Fallen,Unknown,DECK13 Interactive,0.0,0.0,0.0,0.0,0.0,0.0,,2023-07-02,2.56,39.0,,"Adventure, Action, RPG","PC, PlayStation 5, Xbox Series S/X"
PS5_Atomfall,PS5,Atomfall,Unknown,Rebellion Developments,0.0,0.0,0.0,0.0,0.0,0.0,,2025-02-22,3.43,21.0,,"Adventure, Action, RPG","PC, PlayStation 5, Xbox Series S/X"
PS5_Atomic Heart,PS5,Atomic Heart,Focus Home Interactive,Mundfish,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-20,2022-11-16,3.86,583.0,73.0,"Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PS5_Avatar: Frontiers of Pandora,PS5,Avatar: Frontiers of Pandora,Unknown,Ubisoft,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-12,2.7,46.0,,"Adventure, Action","PC, PlayStation 5, Xbox Series S/X"
PS5_Axiom Verge 2,PS5,Axiom Verge 2,Unknown,Thomas Happ Games,0.0,0.0,0.0,0.0,0.0,0.0,,2021-06-12,3.79,32.0,76.0,"Adventure, Action, Puzzle, Indie, Platformer","PC, PlayStation 5, PlayStation 4, Nintendo Switch, Linux"
PS5_Marvel’s Spider-Man: Miles Morales,PS5,Marvel’s Spider-Man: Miles Morales,Sony Interactive Entertainment,Insomniac Games,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-12,2020-06-11,,,,,
PS4_Contra: Operation Galuga,PS4,Contra: Operation Galuga,Unknown,WayForward,0.0,0.0,0.0,0.0,0.0,0.0,,2024-02-22,3.53,15.0,,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Nintendo Switch"
PS4_Reus,PS4,Reus,Soedesco,Abbey Games,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-11,2018-08-07,3.06,233.0,75.0,"Strategy, Indie, Simulation","PC, Xbox One, PlayStation 4, macOS, Linux"
PS3_The Walking Dead: Michonne,PS3,The Walking Dead: Michonne,Telltale Games,Telltale Games,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-28,,3.34,447.0,66.0,"Adventure, Action","PC, PlayStation 4, Xbox One, iOS, Android, macOS, Xbox 360, PlayStation 3"
PS3_The Scourge Project,PS3,The Scourge Project,Unknown,Tragnarion Studios,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_The Secret of Monkey Island,PS3,The Secret of Monkey Island,LucasArts,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2009-07-23,,,,,,
PS3_The Sims 3: Pets,PS3,The Sims 3: Pets,Electronic Arts,The Sims Studio,0.0,0.0,0.0,0.0,0.0,0.0,2011-10-18,,,,,,
PS3_The Sims 3: Showtime,PS3,The Sims 3: Showtime,Electronic Arts,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2010-10-26,,,,,,
PS3_The Surfer,PS3,The Surfer,Unknown,Bungarra Software,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Arcade, Sports","PC, PlayStation 3"
PS3_The Swapper,PS3,The Swapper,Curve Studios,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-25,,3.53,527.0,87.0,"Adventure, Action, Puzzle, Indie, Platformer","PC, PlayStation 4, Xbox One, macOS, Linux, PlayStation 3, PS Vita, Wii U"
PS3_The Thirty Nine Steps,PS3,The Thirty Nine Steps,Unknown,TBA,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_The Unfinished Swan,PS3,The Unfinished Swan,Sony Computer Entertainment,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-10-16,,3.56,368.0,81.0,"Indie, Adventure, Puzzle","PC, PlayStation 4, iOS, PlayStation 3, PS Vita"
PS3_The Walking Dead: 400 Days,PS3,The Walking Dead: 400 Days,Unknown,Telltale Games,0.0,0.0,0.0,0.0,0.0,0.0,,,3.66,171.0,80.0,"Adventure, Action","PC, PlayStation 4, Xbox One, iOS, Android, macOS, Xbox 360, PlayStation 3, PS Vita"
PS3_The Wall,PS3,The Wall,Unknown,Play Ten Interactive,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_The Last of Us: Left Behind,PS3,The Last of Us: Left Behind,Sony Computer Entertainment,Naughty Dog,0.0,0.0,0.0,0.0,0.0,0.0,2015-05-12,,4.46,564.0,88.0,"Shooter, Adventure, Action","PlayStation 4, PlayStation 3"
PS3_The Warriors,PS3,The Warriors,Rockstar Games,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,,,,,,
PS3_They,PS3,They,Unknown,Metropolis Software,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31,,,,,,
PS3_This Is Vegas,PS3,This Is Vegas,Unknown,Surreal Software,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Thomas Was Alone,PS3,Thomas Was Alone,DECK13 Interactive GmbH,Mike Bithell Games,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-23,,3.74,544.0,77.0,"Family, Indie, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PlayStation 3, PS Vita, Wii U"
PS3_Thomas Was Alone: Benjamin's Flight,PS3,Thomas Was Alone: Benjamin's Flight,Unknown,Mike Bithell Games,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Thunder Wolves,PS3,Thunder Wolves,bitComposer Games,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-13,,2.65,26.0,69.0,"Casual, Shooter, Indie, Action","PC, Xbox 360, PlayStation 3"
PS3_TimeO,PS3,TimeO,Unknown,ZootFly,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_TimeSplitters 4,PS3,TimeSplitters 4,Unknown,Free Radical Design,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Tiny Brains,PS3,Tiny Brains,505 Games,Spearhead Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-07,,2.94,30.0,64.0,"Adventure, Action, Puzzle, Casual, Indie","PC, PlayStation 4, PlayStation 3"
PS3_The Legend of Korra (2014),PS3,The Legend of Korra (2014),Activision,PlatinumGames,0.0,0.0,0.0,0.0,0.0,0.0,2014-10-21,,,,,,
PS3_The Last of Us,PS3,The Last of Us,Sony Computer Entertainment America,Naughty Dog,8150000.0,0.0,0.0,0.0,0.0,0.0,2013-06-14,,4.54,3280.0,95.0,"Adventure, Action","PlayStation 4, PlayStation 3"
PS3_Tales of Xillia 2,PS3,Tales of Xillia 2,Namco Bandai Games,Unknown,500000.0,0.0,0.0,0.0,0.0,0.0,2014-08-19,,4.21,32.0,,"Action, RPG",PlayStation 3
PS3_The Book of Unwritten Tales 2,PS3,The Book of Unwritten Tales 2,Nordic Games,KING Art Games,0.0,0.0,0.0,0.0,0.0,0.0,2015-09-22,,3.16,44.0,80.0,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux, Xbox 360, PlayStation 3, Wii U"
PS3_Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,PS3,Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,Unknown,Bandai Namco Games,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Team Fortress 2,PS3,Team Fortress 2,Valve Corporation,Valve Corporation,0.0,0.0,0.0,0.0,0.0,0.0,2007-12-11,,,,,,
PS3_Teenage Mutant Ninja Turtles: Out of the Shadows,PS3,Teenage Mutant Ninja Turtles: Out of the Shadows,Activision,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,,2.33,33.0,38.0,"Adventure, Action","PC, Xbox 360, PlayStation 3"
PS3_Tekken 6,PS3,Tekken 6,Namco Bandai,Namco Bandai Games,3120000.0,0.0,0.0,0.0,0.0,0.0,2009-10-27,,3.82,229.0,80.0,"Arcade, Fighting","Xbox 360, PlayStation 3"
PS3_Tekken Revolution,PS3,Tekken Revolution,Namco Bandai Games,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-11,,3.26,48.0,70.0,"Arcade, Fighting",PlayStation 3
PS3_Tekken Tag Tournament 2,PS3,Tekken Tag Tournament 2,Namco Bandai Games,Bandai Namco Games,1450000.0,0.0,0.0,0.0,0.0,0.0,2012-09-11,,4.04,140.0,83.0,"Arcade, Fighting","Xbox One, Xbox 360, PlayStation 3, Wii U"
PS3_Telltale Games' Poker Night 2,PS3,Telltale Games' Poker Night 2,Telltale Games,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-30,,,,,,
PS3_Teslagrad,PS3,Teslagrad,Rain Games,Rain Games,0.0,0.0,0.0,0.0,0.0,0.0,2014-10-28,,3.34,220.0,77.0,"Adventure, Action, Puzzle, Family, Indie, Platformer","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PlayStation 3, PS Vita, Wii U"
PS3_The Agency,PS3,The Agency,Unknown,Sony Online Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31,,,,,,
PS3_The Cave,PS3,The Cave,Sega,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-01-22,,3.56,276.0,68.0,"Adventure, Puzzle","PC, iOS, Android, macOS, Linux, Xbox 360, PlayStation 3, Wii U"
PS3_The Last Remnant,PS3,The Last Remnant,Square Enix,Square Enix,0.0,0.0,0.0,0.0,0.0,0.0,2009-12-31,,,,,,
PS3_The Cube,PS3,The Cube,Funbox Media,Funbox Media,0.0,0.0,0.0,0.0,0.0,0.0,2012-11-09,,,,,,
PS3_The Dark Eye: Demonicon,PS3,The Dark Eye: Demonicon,Kalypso Media,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2015-01-01,,3.15,26.0,,"Adventure, Action, RPG","PC, PlayStation 3"
PS3_The Elder Scrolls IV: Oblivion - Game of the Year Edition,PS3,The Elder Scrolls IV: Oblivion - Game of the Year Edition,Bethesda Softworks,Bethesda Softworks,0.0,0.0,0.0,0.0,0.0,0.0,2007-10-16,,,,,,
PS3_The Elder Scrolls V: Skyrim - Dawnguard,PS3,The Elder Scrolls V: Skyrim - Dawnguard,Bethesda Softworks,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-02-26,,4.15,125.0,73.0,RPG,"PC, Xbox 360, PlayStation 3"
PS3_The Elder Scrolls V: Skyrim - Dragonborn,PS3,The Elder Scrolls V: Skyrim - Dragonborn,Bethesda Softworks,Bethesda Softworks,0.0,0.0,0.0,0.0,0.0,0.0,2013-02-13,,4.2,118.0,82.0,"Action, RPG","PC, Xbox 360, PlayStation 3"
PS3_The Elder Scrolls V: Skyrim - Hearthfire,PS3,The Elder Scrolls V: Skyrim - Hearthfire,Bethesda Softworks,Bethesda Game Studios,0.0,0.0,0.0,0.0,0.0,0.0,2013-02-19,,3.65,90.0,62.0,RPG,"PC, Xbox 360, PlayStation 3"
PS3_The Getaway 3,PS3,The Getaway 3,Unknown,SCE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_The Grinder,PS3,The Grinder,High Voltage Software,High Voltage Software,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_The History Channel: Great Battles of Middle Ages,PS3,The History Channel: Great Battles of Middle Ages,Unknown,Slitherine Software,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Tiny Troopers Joint Ops,PS3,Tiny Troopers Joint Ops,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-11-18,,2.28,54.0,,"Casual, Shooter","PC, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 3, PS Vita"
PS3_Titan Attacks!,PS3,Titan Attacks!,Unknown,Puppy Games,0.0,0.0,0.0,0.0,0.0,0.0,,,2.72,139.0,,"Casual, Indie, Action","PC, PlayStation 4, Nintendo 3DS, macOS, Linux, PlayStation 3, PS Vita"
PS3_To End All Wars,PS3,To End All Wars,Unknown,Chemistry/Kuju Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_WarDevil: Enigma,PS3,WarDevil: Enigma,Unknown,Digi-Guys,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Velocity (2012),PS3,Velocity (2012),Futurlab 1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-05-15,,,,,,
PS3_Vessel,PS3,Vessel,Namco Bandai Games,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-11,,2.92,91.0,81.0,"Action, Puzzle, Casual, Strategy, Indie","PC, Xbox 360, PlayStation 3"
PS3_Voltage,PS3,Voltage,Unknown,Lexicon Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Racing, Adventure, Action, Arcade, Indie","PC, PlayStation 3"
PS3_WRC 3: FIA World Rally Championship,PS3,WRC 3: FIA World Rally Championship,Namco,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-26,,3.5,14.0,,"Racing, Action, Simulation","PC, Xbox 360, PlayStation 3, PlayStation 2, PS Vita"
PS3_WRC 4: FIA World Rally Championship,PS3,WRC 4: FIA World Rally Championship,Bigben Interactive,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-07-29,,,,,,
PS3_WSC REAL 08: World Snooker Championship,PS3,WSC REAL 08: World Snooker Championship,Koch Media,Blade Interactive,0.0,0.0,0.0,0.0,0.0,0.0,2008-09-05,,,,,,
PS3_WWE Brawl,PS3,WWE Brawl,Unknown,THQ,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Wacky Land Boss,PS3,Wacky Land Boss,Unknown,Fair Play Labs,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Walking with Dinosaurs,PS3,Walking with Dinosaurs,Sony Computer Entertainment Europe,Supermassive Games Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-13,,0.0,3.0,,"Family, Educational, Adventure, Puzzle",PlayStation 3
PS3_Warface,PS3,Warface,Trion Worlds,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31,,,,,,
PS3_To Heart 2,PS3,To Heart 2,Aqua Plus,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-22,,,,,,
PS3_We Dare: Flirty Fun for All,PS3,We Dare: Flirty Fun for All,Ubisoft,Ubisoft Milan,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-11,,,,,,
PS3_Wet 2,PS3,Wet 2,Unknown,Behaviour Interactive Inc.,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Wheels of Destruction,PS3,Wheels of Destruction,Unknown,Gelid Games,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Wizardry Perfect Pack,PS3,Wizardry Perfect Pack,Acquire,Acquire,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-08,,,,,,
PS3_Woodcutter Simulator 2016,PS3,Woodcutter Simulator 2016,Namco Bandai Games,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2015-02-26,,,,,,
PS3_World Gone Sour,PS3,World Gone Sour,Unknown,Playbrains,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,Arcade,"PC, PlayStation 3"
PS3_World Soccer Winning Eleven 2015,PS3,World Soccer Winning Eleven 2015,Konami Digital Entertainment,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2015-06-11,,,,,,
PS3_World in Conflict: Soviet Assault,PS3,World in Conflict: Soviet Assault,Unknown,Massive Entertainment / Swordfish Studios,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_World of Outlaws: Sprint Cars,PS3,World of Outlaws: Sprint Cars,Unknown,THQ,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Racing, Simulation","Xbox 360, PlayStation 3"
PS3_Valkyria Chronicles,PS3,Valkyria Chronicles,Sega,Sega WOW Overworks,1000000.0,0.0,0.0,0.0,0.0,0.0,2008-11-04,,4.07,412.0,85.0,"Strategy, Action, RPG","PC, Nintendo Switch, PlayStation 3"
PS3_Valiant Hearts: The Great War,PS3,Valiant Hearts: The Great War,Ubisoft,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-25,,4.36,1350.0,80.0,"Adventure, Puzzle","PC, PlayStation 4, Xbox One, Nintendo Switch, iOS, Android, Xbox 360, PlayStation 3"
PS3_Urban Trial Freestyle,PS3,Urban Trial Freestyle,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-01-01,,2.7,99.0,58.0,"Racing, Action, Simulation, Sports","PC, iOS, Nintendo 3DS, PlayStation 3, PS Vita"
PS3_Until Dawn,PS3,Until Dawn,Sony Computer Entertainment America,Supermassive Games Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,,4.1,1733.0,79.0,"Adventure, Action","PlayStation 4, PlayStation 3"
PS3_Tom Clancy's Rainbow 6: Patriots,PS3,Tom Clancy's Rainbow 6: Patriots,Ubisoft,Ubisoft Montreal,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Tom Clancy's Rainbow Six Vegas 2 / Ghost Recon Advanced Warfighter 2 Double Pack,PS3,Tom Clancy's Rainbow Six Vegas 2 / Ghost Recon Advanced Warfighter 2 Double Pack,Ubisoft,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-03-30,,,,,,
PS3_Tom Clancy's Rainbow Six: Patriots,PS3,Tom Clancy's Rainbow Six: Patriots,Ubisoft,Ubisoft,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,,,,,,
PS3_Tom Clancy's Splinter Cell Double Agent / Rainbow Six Vegas Double Pack,PS3,Tom Clancy's Splinter Cell Double Agent / Rainbow Six Vegas Double Pack,Ubisoft,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-03-30,,,,,,
PS3_Tony Hawk's Pro Skater HD,PS3,Tony Hawk's Pro Skater HD,Unknown,Robomodo,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Tour de France 2011,PS3,Tour de France 2011,Unknown,Cyanide Studio,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Toybox Turbos,PS3,Toybox Turbos,Codemasters,Codemasters,0.0,0.0,0.0,0.0,0.0,0.0,2015-01-01,,3.43,46.0,69.0,"Racing, Family","PC, Xbox 360, PlayStation 3"
PS3_Transformers: War for Cybertron 2,PS3,Transformers: War for Cybertron 2,Unknown,High Moon Studios,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Trine,PS3,Trine,Nobilis,Frozenbyte,0.0,0.0,0.0,0.0,0.0,0.0,2009-10-09,,3.92,328.0,,"Arcade, Adventure, Action","PC, PlayStation 3"
PS3_Troll & Armor,PS3,Troll & Armor,Unknown,Emerging Ent.,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_True Crime: Hong Kong,PS3,True Crime: Hong Kong,Unknown,United Front Games,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Tsumiki BLOQ,PS3,Tsumiki BLOQ,Sony Computer Entertainment,Supermassive Games Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-17,,,,,,
PS3_Two Worlds II: Pirates of the Flying Fortress,PS3,Two Worlds II: Pirates of the Flying Fortress,Unknown,Reality Pump,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,78.0,"Action, RPG","PC, PlayStation 3"
PS3_Ultra Street Fighter IV,PS3,Ultra Street Fighter IV,Capcom,Capcom,0.0,0.0,0.0,0.0,0.0,0.0,2014-08-05,,3.86,204.0,80.0,"Action, Fighting","PC, PlayStation 4, Xbox 360, PlayStation 3"
PS3_Uncharted 2: Among Thieves - Game of the Year Edition,PS3,Uncharted 2: Among Thieves - Game of the Year Edition,Sony Computer Entertainment,Naughty Dog,0.0,0.0,0.0,0.0,0.0,0.0,2010-10-12,,0.0,3.0,,"Platformer, Shooter, Adventure, Action",PlayStation 3
PS3_Uncharted 3: Drake's Deception,PS3,Uncharted 3: Drake's Deception,Sony Computer Entertainment,Naughty Dog,9300000.0,0.0,0.0,0.0,0.0,0.0,2011-11-01,,4.37,1931.0,92.0,Action,"PlayStation 4, PlayStation 3"
PS3_Uncharted Dual Pack,PS3,Uncharted Dual Pack,Sony Computer Entertainment,Naughty Dog,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-06,,,,,,
PS3_Unearthed,PS3,Unearthed,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2015-01-01,,,,,,
PS3_Unmechanical,PS3,Unmechanical,Grip Games,Grip Games,0.0,0.0,0.0,0.0,0.0,0.0,2015-02-10,,,,,,
PS3_Tales of Zesteria,PS3,Tales of Zesteria,Namco Bandai Games,Unknown,400000.0,0.0,0.0,0.0,0.0,0.0,2015-10-20,,,,,,
PS3_Tales of Xillia,PS3,Tales of Xillia,Namco Bandai Games,Namco Tales Studio,1330000.0,0.0,0.0,0.0,0.0,0.0,2013-08-06,,3.95,84.0,,RPG,PlayStation 3
PS4_RepKiss,PS4,RepKiss,Entergram,Entergram,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-13,2018-09-21,,,,,
PS3_Shantae: Half-Genie Hero,PS3,Shantae: Half-Genie Hero,WayForward Technologies,Way Forward Technologies,0.0,0.0,0.0,0.0,0.0,0.0,2016-04-01,,3.77,128.0,76.0,"Indie, Platformer, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, Xbox 360, PlayStation 3, PS Vita, Wii U"
PS3_Section 8: Prejudice - Overdrive Map Pack,PS3,Section 8: Prejudice - Overdrive Map Pack,Unknown,TimeGate Studios,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Shooter, Action","PC, PlayStation 3"
PS3_Sekai Saikyou Ginsei Igo 7,PS3,Sekai Saikyou Ginsei Igo 7,Unknown,SilverStar,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Sekai Saikyou Ginsei Igo: Hybrid Monte Carlo,PS3,Sekai Saikyou Ginsei Igo: Hybrid Monte Carlo,SilverStar,SilverStarJapan,0.0,0.0,0.0,0.0,0.0,0.0,2010-11-25,,,,,,
PS3_Sekai Saikyou Ginsei Shogi: Fuuum Ryouko Raiden,PS3,Sekai Saikyou Ginsei Shogi: Fuuum Ryouko Raiden,SilverStar,SilverStar,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-21,,,,,,
PS3_Sengoku Basara 3 Double Pack,PS3,Sengoku Basara 3 Double Pack,Capcom,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-03-15,,,,,,
PS3_Sengoku Hime 4: Souha Hyakkei Hanamamoru Chikai,PS3,Sengoku Hime 4: Souha Hyakkei Hanamamoru Chikai,SystemSoft Alpha,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-27,,,,,,
PS3_Serious Sam 3: BFE,PS3,Serious Sam 3: BFE,Devolver Digital,Croteam,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-13,,3.46,774.0,72.0,"Shooter, Indie, Action","PC, macOS, Linux, Xbox 360, PlayStation 3"
PS3_Shakedown: Hawaii,PS3,Shakedown: Hawaii,Unknown,Vblank Entertainment Inc.,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
PS3_Shank 2,PS3,Shank 2,Electronic Arts,Klei Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,2012-02-07,,3.57,266.0,72.0,"Arcade, Indie, Adventure, Action","PC, macOS, Linux, Xbox 360, PlayStation 3"
PS3_Shin Megami Tensei,PS3,Shin Megami Tensei,Unknown,Atlus Co.,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
