Game,Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,rating,ratings_count,metacritic,genres,platforms
PS3_The IdolM@ster: Gravure For You! Vol. 9,PS3,The IdolM@ster: Gravure For You! Vol. 9,Namco Bandai Games,Namco Bandai Games,0.0,20000.0,0.0,0.0,20000.0,0.0,2012-06-28,,,,,,
PS4_White Day: A Labyrinth Named School (2017),PS4,White Day: A Labyrinth Named School (2017),PQube,ROIGAMES Inc.,0.0,20000.0,0.0,10000.0,10000.0,0.0,2017-08-29,2018-02-08,,,,,
PS4_The Legend of Heroes: Trails of Cold Steel II Kai - The Erebonian Civil War,PS4,The Legend of Heroes: Trails of Cold Steel II Kai - The Erebonian Civil War,Xseed Games,Nihon Falcom Corporation,0.0,20000.0,0.0,0.0,20000.0,0.0,2019-03-19,2018-05-20,,,,,
PS3_TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,Namco Bandai Games,Unknown,0.0,20000.0,0.0,0.0,20000.0,0.0,2015-06-25,,,,,,
PS3_The Guided Fate: Cross Thesis Awakening,PS3,The Guided Fate: Cross Thesis Awakening,NIS America,Nippon Ichi Software,0.0,20000.0,0.0,0.0,20000.0,0.0,2015-03-17,,,,,,
PS4_The Liar Princess and the Blind Prince,PS4,The Liar Princess and the Blind Prince,NIS America,Nippon Ichi Software,0.0,20000.0,0.0,0.0,20000.0,0.0,2019-03-30,2018-06-06,4.21,13.0,70.0,"Platformer, Adventure, Action","PlayStation 4, Nintendo Switch, iOS, Android, PS Vita"
PS3_Red Dead Redemption: Game of the Year Edition,PS3,Red Dead Redemption: Game of the Year Edition,Rockstar Games,Rockstar San Diego,0.0,20000.0,0.0,10000.0,0.0,0.0,2011-10-11,,4.33,18.0,,Action,"Xbox 360, PlayStation 3"
"PS4_Warhammer 40,000: Inquisitor - Martyr",PS4,"Warhammer 40,000: Inquisitor - Martyr",Neocore Games,Neocore Games,0.0,20000.0,20000.0,0.0,0.0,0.0,2018-08-28,2018-03-24,3.35,111.0,67.0,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4"
"PS4_Warhammer 40,000: Deathwatch",PS4,"Warhammer 40,000: Deathwatch",Hoplite Research,Rodeo Games,0.0,20000.0,20000.0,0.0,0.0,0.0,2018-08-14,2018-11-06,,,,,
PS3_Rinne no Lagrange: Kamogawa Days Game & OVA Hybrid Disc,PS3,Rinne no Lagrange: Kamogawa Days Game & OVA Hybrid Disc,Namco Bandai Games,Bandai Namco Games,0.0,20000.0,0.0,0.0,20000.0,0.0,2012-08-23,,0.0,0.0,,Action,PlayStation 3
PS3_TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,Namco Bandai Games,Unknown,0.0,20000.0,0.0,0.0,20000.0,0.0,2015-07-23,,,,,,
PS4_Crystar,PS4,Crystar,Spike Chunsoft,FuRyu,0.0,20000.0,0.0,0.0,20000.0,0.0,2019-08-27,2019-04-07,3.25,23.0,66.0,Action,"PC, PlayStation 4, Nintendo Switch"
PS3_Nitroplus Blasterz: Heroines Infinite Duel,PS3,Nitroplus Blasterz: Heroines Infinite Duel,Xseed Games,Examu Inc.,0.0,20000.0,0.0,0.0,20000.0,0.0,2016-02-02,,3.38,13.0,63.0,"Arcade, Action, Fighting","PC, PlayStation 4, PlayStation 3"
PS3_Winning Post 7: Maximum 2007,PS3,Winning Post 7: Maximum 2007,KOEI,Koei,0.0,20000.0,0.0,0.0,20000.0,0.0,2007-03-29,,,,,,
PS4_Crayola Scoot,PS4,Crayola Scoot,Outright Games,Outright Games,0.0,20000.0,10000.0,0.0,0.0,0.0,2018-10-16,2018-08-07,0.0,1.0,,"Racing, Action, Casual, Simulation, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch"
PS4_Bullet Girls: Phantasia,PS4,Bullet Girls: Phantasia,Experience Inc.,Shade,0.0,20000.0,0.0,0.0,20000.0,0.0,2018-08-09,2019-03-23,,,,,
PS4_This Is the Police 2,PS4,This Is the Police 2,THQ Nordic,Weappy Studio,0.0,20000.0,20000.0,0.0,0.0,0.0,2018-09-25,2019-03-24,3.86,222.0,64.0,"Indie, Strategy, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux"
PS3_TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,Namco Bandai Games,Unknown,0.0,20000.0,0.0,0.0,20000.0,0.0,2015-08-27,,,,,,
PS4_This Is The Police,PS4,This Is The Police,THQ Nordic,Weappy Studio,0.0,20000.0,10000.0,0.0,0.0,0.0,2017-03-22,2018-09-15,3.89,717.0,66.0,"Indie, Strategy, Adventure, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux"
PS3_Machi-ing Maker 4,PS3,Machi-ing Maker 4,D3 Publisher,D3,0.0,20000.0,0.0,0.0,20000.0,0.0,2011-11-23,,,,,,
PS4_SteamWorld Collection,PS4,SteamWorld Collection,Rising Star Games,Image & Form Games,0.0,20000.0,20000.0,0.0,0.0,0.0,2016-11-01,2018-08-30,,,,,
PS4_SteamWorld Dig 2,PS4,SteamWorld Dig 2,Rising Star Games,Image & Form Games,0.0,20000.0,10000.0,0.0,0.0,0.0,2018-06-19,2019-03-31,4.06,429.0,88.0,"Indie, Platformer, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, Nintendo 3DS, macOS, Linux, PS Vita"
PS3_Steins;Gate: Darling of Loving Vows,PS3,Steins;Gate: Darling of Loving Vows,5pb,5pb. Inc.,0.0,20000.0,0.0,0.0,20000.0,0.0,2012-05-24,,,,,,
PS4_Carmageddon: Max Damage,PS4,Carmageddon: Max Damage,Stainless Games,Stainless Games,0.0,20000.0,20000.0,0.0,0.0,0.0,2016-07-05,,3.42,105.0,52.0,"Racing, Action","PC, Xbox One, PlayStation 4"
PS4_God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,Namco Bandai Games,Unknown,0.0,20000.0,0.0,0.0,20000.0,0.0,2016-04-21,2018-09-20,,,,,
PS4_God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,Namco Bandai Games,Bandai Namco Games,0.0,20000.0,0.0,0.0,20000.0,0.0,2016-01-28,2018-09-20,,,,,
PS4_God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6,PS4,God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6,Namco Bandai Games,Bandai Namco Games,0.0,20000.0,0.0,0.0,20000.0,0.0,2016-03-24,2018-09-20,,,,,
PS4_Chaos;Child,PS4,Chaos;Child,PQube,5pb. Inc.,0.0,20000.0,0.0,0.0,20000.0,0.0,2017-10-24,2019-03-24,3.84,37.0,76.0,"Adventure, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, Android, PlayStation 3, PS Vita"
PS4_Genkai Tokki: Castle Panzers,PS4,Genkai Tokki: Castle Panzers,Compile Heart,Compile Heart,0.0,20000.0,0.0,0.0,20000.0,0.0,2017-09-28,2018-09-20,0.0,0.0,,Action,PlayStation 4
PS4_Super Stardust Ultra VR,PS4,Super Stardust Ultra VR,Sony Interactive Entertainment,d3t Ltd,0.0,20000.0,0.0,20000.0,0.0,0.0,2016-10-10,2018-09-24,0.0,2.0,,Arcade,PlayStation 4
PS3_Motto! SoniComi,PS3,Motto! SoniComi,Kadokawa Games,Kadokawa Games,0.0,20000.0,0.0,0.0,20000.0,0.0,2014-03-20,,0.0,1.0,,Adventure,PlayStation 3
PS4_Full Metal Panic! Fight: Who Dares Wins,PS4,Full Metal Panic! Fight: Who Dares Wins,Bandai Namco Entertainment,Bandai Namco Games,0.0,20000.0,0.0,0.0,20000.0,0.0,2018-05-31,2018-06-06,,,,,
PS4_No Heroes Allowed! VR,PS4,No Heroes Allowed! VR,Sony Interactive Entertainment,Acquire,0.0,20000.0,0.0,0.0,20000.0,0.0,2017-10-17,2018-01-10,0.0,1.0,,,PlayStation 4
PS3_Natsuiro High School: Seishun Hakusho,PS3,Natsuiro High School: Seishun Hakusho,D3Publisher,Unknown,0.0,20000.0,0.0,0.0,20000.0,0.0,2015-06-04,,0.0,2.0,,Adventure,"PlayStation 4, PlayStation 3"
PS4_Flipping Death,PS4,Flipping Death,Rising Star,Zoink Games,0.0,20000.0,20000.0,0.0,0.0,0.0,2018-10-16,2018-07-22,3.83,18.0,,"Indie, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch"
PS4_FlatOut 4: Total Insanity,PS4,FlatOut 4: Total Insanity,Unfinished Pixel,Kylotonn Entertainment,0.0,20000.0,10000.0,0.0,0.0,0.0,2017-05-05,2018-09-20,2.8,56.0,52.0,Racing,"PC, Xbox One, PlayStation 4"
PS3_Love Once: Mermaid's Tears,PS3,Love Once: Mermaid's Tears,Unknown,Silicon Studio,0.0,20000.0,0.0,0.0,20000.0,0.0,2011-02-24,,,,,,
PS4_Space Hulk: Deathwing,PS4,Space Hulk: Deathwing,Focus Home Interactive,Cyanide Studio,0.0,20000.0,0.0,10000.0,0.0,0.0,2017-12-05,2018-09-20,2.87,66.0,58.0,"Adventure, Action","PC, PlayStation 4"
PS4_République,PS4,République,GungHo Online Entertainment,Camouflaj,0.0,20000.0,0.0,10000.0,10000.0,0.0,2016-03-22,2018-04-15,,,,,
PS4_Resident Evil: Value Pack,PS4,Resident Evil: Value Pack,Capcom,Capcom,0.0,20000.0,0.0,0.0,20000.0,0.0,2016-09-29,2018-09-04,,,,,
PS3_Chaos;Child,PS3,Chaos;Child,5pb,5pb. Inc.,0.0,20000.0,0.0,0.0,20000.0,0.0,2015-06-25,,3.84,37.0,76.0,"Adventure, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, Android, PlayStation 3, PS Vita"
PS3_Accel World: Kasoku no Chouten,PS3,Accel World: Kasoku no Chouten,Namco Bandai Games,Bandai Namco Games,0.0,20000.0,0.0,0.0,20000.0,0.0,2013-01-31,,,,,,
PS4_Omega Labyrinth Z,PS4,Omega Labyrinth Z,D3Publisher,Unknown,0.0,20000.0,0.0,0.0,20000.0,0.0,2017-07-06,,,,,,
PS4_Redout,PS4,Redout,505 Games,Nicalis,0.0,20000.0,20000.0,0.0,0.0,0.0,2017-08-29,2018-08-15,,,,,
PS4_Pharaonic,PS4,Pharaonic,Soedesco,Milkstone Studios,0.0,20000.0,10000.0,0.0,0.0,0.0,2017-09-29,2018-08-13,2.71,14.0,71.0,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, macOS, Linux"
PS3_Captain Morgane and the Golden Turtle,PS3,Captain Morgane and the Golden Turtle,Reef Entertainment,WizarBox,0.0,20000.0,0.0,20000.0,0.0,0.0,2012-02-03,,0.0,4.0,,"Casual, Adventure","PC, PlayStation 3"
PS4_SUPERBEAT: XONiC,PS4,SUPERBEAT: XONiC,PM Studios,Nurijoy,0.0,20000.0,20000.0,0.0,0.0,0.0,2017-06-06,2018-09-20,,,,,
PS4_Adventure Time: Pirates of the Enchiridion,PS4,Adventure Time: Pirates of the Enchiridion,Outright Games,Outright Games,0.0,20000.0,10000.0,0.0,0.0,0.0,2018-07-17,2019-03-17,3.16,68.0,59.0,Adventure,"Xbox One, PlayStation 4"
PS4_Patapon Remastered,PS4,Patapon Remastered,Sony Interactive Entertainment,SIE Japan Studio,0.0,20000.0,0.0,0.0,20000.0,0.0,2017-08-01,2018-09-24,3.83,71.0,,Action,PlayStation 4
PS4_Rugby League Live 3,PS4,Rugby League Live 3,Tru Blu Entertainment,Big Ant Studios,0.0,20000.0,0.0,20000.0,0.0,0.0,2015-09-17,2018-04-19,0.0,1.0,,Sports,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
PS4_Project Highrise: Architect's Edition,PS4,Project Highrise: Architect's Edition,Kalypso Media,SomaSim,0.0,20000.0,10000.0,0.0,0.0,0.0,2018-11-13,2019-03-22,,,,,
PS4_PaRappa the Rapper Remastered,PS4,PaRappa the Rapper Remastered,Sony Interactive Entertainment,SIE Japan Studio,0.0,20000.0,0.0,0.0,20000.0,0.0,2017-04-04,2018-09-24,,,,,
PS4_Professional Farmer 2016,PS4,Professional Farmer 2016,Namco Bandai Games,UIG Entertainment,0.0,20000.0,0.0,20000.0,0.0,0.0,2015-11-20,2019-05-07,0.0,0.0,,Simulation,"PC, Xbox One, PlayStation 4, PlayStation 3"
PS4_Rogue Trooper Redux,PS4,Rogue Trooper Redux,Rebellion,TickTock Games,0.0,20000.0,10000.0,0.0,0.0,0.0,2017-10-17,2018-09-13,3.53,31.0,60.0,"Arcade, Shooter, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch"
PS4_SNK Heroines Tag Team Frenzy,PS4,SNK Heroines Tag Team Frenzy,NIS America,SNK Corporation,0.0,20000.0,0.0,0.0,20000.0,0.0,2018-09-07,2018-08-04,,,,,
PS3_Battle Princess of Arcadias,PS3,Battle Princess of Arcadias,NIS America,Apollo,0.0,20000.0,0.0,0.0,20000.0,0.0,2014-06-17,,0.0,2.0,,"Adventure, RPG",PlayStation 3
PS3_CV Casting Voice,PS3,CV Casting Voice,Namco Bandai Games,Bandai Namco Games,0.0,20000.0,0.0,0.0,20000.0,0.0,2014-06-19,,,,,,
PS4_Rabbids Invasion: The Interactive TV Show,PS4,Rabbids Invasion: The Interactive TV Show,Ubisoft,Ubisoft Paris,0.0,20000.0,0.0,10000.0,0.0,0.0,2014-11-18,2019-01-03,3.29,17.0,,Family,"Xbox One, PlayStation 4, Xbox 360"
PS3_428: Fuusa Sareta Shibuya de,PS3,428: Fuusa Sareta Shibuya de,Spike,ChunSoft,0.0,20000.0,0.0,0.0,20000.0,0.0,2009-09-03,,,,,,
PS4_Rad Rodgers,PS4,Rad Rodgers,THQ Nordic,3D Realms,0.0,20000.0,20000.0,0.0,0.0,0.0,2018-02-21,2018-01-08,3.04,26.0,67.0,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch"
PS4_Far Cry 3: Classic Edition,PS4,Far Cry 3: Classic Edition,Ubisoft,Ubisoft Montreal,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-07-05,2018-07-20,4.0,12.0,85.0,"Shooter, Adventure, Action","Xbox One, PlayStation 4"
PS4_Lock's Quest,PS4,Lock's Quest,THQ Nordic,5TH Cell,0.0,10000.0,10000.0,0.0,0.0,0.0,2017-05-30,2018-09-11,3.12,8.0,,"Adventure, Action, RPG, Strategy, Indie","PC, PlayStation 4, Xbox One, iOS, Android, Nintendo DS, macOS, Linux"
PS4_Ketsui Deathtiny: Kizuna Jigoku Tachi,PS4,Ketsui Deathtiny: Kizuna Jigoku Tachi,M2,M2,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-11-29,2018-12-19,,,,,
PS4_LocoRoco Remastered,PS4,LocoRoco Remastered,Sony Interactive Entertainment,SIE Japan Studio,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-05-09,2018-09-24,3.64,61.0,,"Platformer, Action, Puzzle",PlayStation 4
PS4_Just Deal With It,PS4,Just Deal With It,Wired Productions,Wired Productions,0.0,10000.0,10000.0,0.0,0.0,0.0,2018-12-04,2018-10-12,,,,,
PS4_Wordhunters,PS4,Wordhunters,Wired Productions,thumbfood Ltd.,0.0,10000.0,10000.0,0.0,0.0,0.0,2018-12-04,2018-09-30,0.0,0.0,,Puzzle,PlayStation 4
PS3_Hyperdimension Neptunia mk2,PS3,Hyperdimension Neptunia mk2,NIS America,Compile Heart,0.0,10000.0,0.0,10000.0,0.0,0.0,2012-02-28,,0.0,5.0,,RPG,PlayStation 3
PS4_Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. & Zoku: Oatome Set,PS4,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. & Zoku: Oatome Set,5pb,5pb. Inc.,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-10-26,2018-09-21,,,,,
PS3_Borderlands: Game of the Year Edition,PS3,Borderlands: Game of the Year Edition,2K Games,Gearbox Software,0.0,10000.0,0.0,10000.0,0.0,0.0,2010-10-12,,,,,,
PS3_Infinite Stratos 2: Love and Purge,PS3,Infinite Stratos 2: Love and Purge,5pb,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2015-09-03,,,,,,
PS4_Jake Hunter Detective Story: Prism of Eyes,PS4,Jake Hunter Detective Story: Prism of Eyes,Arc System Works,Arc System Works,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-08-09,2018-08-26,,,,,
PS4_Jagged Alliance: Rage!,PS4,Jagged Alliance: Rage!,THQ Nordic,Cliffhanger Productions,0.0,10000.0,10000.0,0.0,0.0,0.0,2018-12-07,2018-09-11,2.15,13.0,,"Strategy, Adventure, RPG, Simulation","PC, Xbox One, PlayStation 4"
PS4_Date A Live: Rio Reincarnation HD,PS4,Date A Live: Rio Reincarnation HD,Compile Heart,Compile Heart,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-10-12,2018-01-09,,,,,
PS4_Farming 2017 - The Simulation,PS4,Farming 2017 - The Simulation,UIG Entertainment,UIG Entertainment,0.0,10000.0,0.0,10000.0,0.0,0.0,2016-08-19,2018-04-09,,,,,
PS3_G1 Jockey 4 2008,PS3,G1 Jockey 4 2008,KOEI,Koei/Inis,0.0,10000.0,0.0,0.0,0.0,0.0,2008-09-26,,,,,,
PS4_The Princess Guide,PS4,The Princess Guide,NIS America,Nippon Ichi Software,0.0,10000.0,0.0,0.0,10000.0,0.0,2019-03-15,2018-07-05,0.0,1.0,,Action,"PlayStation 4, Nintendo Switch"
PS3_Resistance Dual Pack,PS3,Resistance Dual Pack,Sony Computer Entertainment,Insomniac Games,0.0,10000.0,0.0,10000.0,0.0,0.0,2011-07-05,,,,,,
PS3_Bound By Flame,PS3,Bound By Flame,Focus Home Interactive,Spiders,0.0,10000.0,0.0,10000.0,0.0,0.0,2014-05-07,,3.05,168.0,56.0,"Action, RPG","PC, Xbox One, PlayStation 4, Linux, Xbox 360, PlayStation 3"
PS4_RPG Maker MV,PS4,RPG Maker MV,NIS America,Kadokawa Games,0.0,10000.0,0.0,0.0,10000.0,0.0,2019-03-01,2018-12-23,3.79,42.0,,RPG,"PC, PlayStation 4, Nintendo Switch, macOS, Linux"
PS3_Putty Squad,PS3,Putty Squad,System 3,System 3,0.0,10000.0,0.0,10000.0,0.0,0.0,2013-11-29,,0.0,4.0,,"Platformer, Arcade","PC, PlayStation 4, Xbox 360, PlayStation 3, PS Vita"
PS3_Hakuoki: Stories of the Shinsengumi,PS3,Hakuoki: Stories of the Shinsengumi,Aksys Games,Idea Factory,0.0,10000.0,10000.0,0.0,0.0,0.0,2014-05-06,,0.0,4.0,,"Casual, Adventure",PlayStation 3
PS4_Lapis x Labyrinth,PS4,Lapis x Labyrinth,Nippon Ichi Software,Nippon Ichi Software,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-11-29,2019-01-05,0.0,4.0,,RPG,"PlayStation 4, Nintendo Switch"
PS4_Battle Garegga Rev.2016,PS4,Battle Garegga Rev.2016,M2,Arc System Works,0.0,10000.0,0.0,0.0,10000.0,0.0,2016-12-15,2018-09-20,0.0,3.0,,,"Xbox One, PlayStation 4"
PS4_Battle Worlds: Kronos,PS4,Battle Worlds: Kronos,Nordic Games,KING Art Games,0.0,10000.0,10000.0,0.0,0.0,0.0,2016-05-10,2018-08-01,2.25,12.0,71.0,Strategy,"PC, Xbox One, PlayStation 4, Nintendo Switch, Android, macOS, Linux"
PS4_ATV Renegades,PS4,ATV Renegades,Nighthawk Interactive,Nighthawk Interactive,0.0,10000.0,10000.0,0.0,0.0,0.0,2017-04-18,2018-09-14,0.0,0.0,,Racing,"Xbox One, PlayStation 4"
PS3_Grand Theft Auto Online,PS3,Grand Theft Auto Online,Take-Two Interactive,Unknown,0.0,10000.0,0.0,10000.0,0.0,0.0,2013-10-01,,3.78,155.0,82.0,"Shooter, Action","PC, PlayStation 5, Xbox One, PlayStation 4, PlayStation 3"
PS3_Grand Theft Auto: Liberty City Stories / Vice City Stories,PS3,Grand Theft Auto: Liberty City Stories / Vice City Stories,Moss,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2014-08-28,,,,,,
PS3_Grand Theft Auto: San Andreas,PS3,Grand Theft Auto: San Andreas,Rockstar Games,Unknown,0.0,10000.0,0.0,10000.0,0.0,0.0,2012-12-11,,4.5,3972.0,93.0,Action,"PC, Xbox One, PlayStation 4, iOS, Android, macOS, Xbox 360, Xbox, PlayStation 3, PlayStation 2"
PS3_Hakuoki: Reimeiroku Nagorigusa,PS3,Hakuoki: Reimeiroku Nagorigusa,Idea Factory,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2012-06-28,,,,,,
PS4_Kunio-kun: The World Classics Collection,PS4,Kunio-kun: The World Classics Collection,Arc System Works,"Million Co., Ltd.",0.0,10000.0,0.0,0.0,10000.0,0.0,2018-12-20,2018-12-29,,,,,
PS4_Let It Die,PS4,Let It Die,GungHo,Grasshopper Manufacture,0.0,10000.0,0.0,10000.0,10000.0,0.0,2020-12-31,,3.01,329.0,72.0,"Massively Multiplayer, Adventure, Action","PC, PlayStation 4"
PS4_Little Witch Academia: Chamber of Time,PS4,Little Witch Academia: Chamber of Time,Bandai Namco Entertainment,A+ Games,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-11-30,2018-01-07,2.5,15.0,,"Adventure, Action, RPG","PC, PlayStation 4"
PS3_Jojo's Bizarre Adventure,PS3,Jojo's Bizarre Adventure,Capcom,Unknown,0.0,10000.0,0.0,10000.0,0.0,0.0,2012-08-21,,,,,,
PS3_Harem Tengoku da to Omottara Yandere Jigoku Datta,PS3,Harem Tengoku da to Omottara Yandere Jigoku Datta,Nippon Ichi Software,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2014-04-24,,,,,,
PS3_Heartful Simulator Pachi-Slot: To Heart 2,PS3,Heartful Simulator Pachi-Slot: To Heart 2,Aqua Plus,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2012-10-25,,,,,,
PS3_Railfan,PS3,Railfan,Ongakukan,Ongakukan,0.0,10000.0,0.0,0.0,10000.0,0.0,2006-12-21,,,,,,
PS3_The Legend of Heroes VI: Sora no Kiseki the 3rd,PS3,The Legend of Heroes VI: Sora no Kiseki the 3rd,Falcom Corporation,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2013-06-27,,,,,,
PS3_Quantum Conundrum,PS3,Quantum Conundrum,Square Enix,Unknown,0.0,10000.0,0.0,10000.0,0.0,0.0,2012-07-10,,3.24,173.0,77.0,"Casual, Strategy, Action, Puzzle","PC, Xbox 360, PlayStation 3"
PS4_Woodcutter Simulator 2016,PS4,Woodcutter Simulator 2016,Namco Bandai Games,Unknown,0.0,10000.0,0.0,10000.0,0.0,0.0,2015-02-26,,,,,,
PS3_Pro Angler Moves,PS3,Pro Angler Moves,Unknown,"Interworks Unlimited, Inc.",0.0,10000.0,10000.0,0.0,0.0,0.0,2012-04-03,,,,,,
PS4_Yuuna and the Haunted Hot Springs: Steam Dungeon,PS4,Yuuna and the Haunted Hot Springs: Steam Dungeon,FuRyu Corporation,FuRyu,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-11-15,2018-11-22,,,,,
PS4_Yoku's Island Express,PS4,Yoku's Island Express,Villa Gorilla,Villa Gorilla,0.0,10000.0,10000.0,0.0,0.0,0.0,2018-06-19,2019-03-31,4.15,213.0,,"Indie, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch"
PS4_Chaos;Child: Love Chu Chu!!,PS4,Chaos;Child: Love Chu Chu!!,5pb,5pb. Inc.,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-03-30,2018-01-15,,,,,
PS3_Barbie and Her Sisters Puppy Rescue,PS3,Barbie and Her Sisters Puppy Rescue,Little Orbit,Little Orbit,0.0,10000.0,0.0,10000.0,0.0,0.0,2015-11-03,,0.0,4.0,,"Arcade, Casual, Adventure","PC, PlayStation 3"
PS3_Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,Nippon Ichi Software,Nippon Ichi Software,0.0,10000.0,0.0,0.0,10000.0,0.0,2009-09-17,,,,,,
PS4_Akiba's Trip 2+A,PS4,Akiba's Trip 2+A,Acquire,Acquire,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-02-02,2018-09-21,0.0,0.0,,"Adventure, Action",PlayStation 4
PS4_God Wars: Nihon Shinwa Taisen,PS4,God Wars: Nihon Shinwa Taisen,Kadokawa Games,Kadokawa Games,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-06-14,2018-06-24,,,,,
PS3_Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,Naruto Shippuden: Ultimate Ninja Storm Collection,Namco Bandai Games,CyberConnect2,0.0,10000.0,0.0,10000.0,0.0,0.0,2016-02-05,,,,,,
PS4_Teslagrad,PS4,Teslagrad,Rain Games,Rain Games,0.0,10000.0,0.0,10000.0,0.0,0.0,2014-10-28,2019-04-22,3.34,220.0,77.0,"Adventure, Action, Puzzle, Family, Indie, Platformer","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PlayStation 3, PS Vita, Wii U"
PS4_Tempest 4000,PS4,Tempest 4000,Atari,Llamasoft,0.0,10000.0,10000.0,0.0,0.0,0.0,2018-07-27,2018-05-09,0.0,4.0,,"Casual, Shooter, Action","PC, Xbox One, PlayStation 4"
PS3_NHL 16,PS3,NHL 16,EA Sports,EA Canada,0.0,10000.0,0.0,10000.0,0.0,0.0,2015-09-15,,,,,,
PS3_Muv-luv Photonmelodies,PS3,Muv-luv Photonmelodies,5pb,5pb. Inc.,0.0,10000.0,0.0,0.0,10000.0,0.0,2014-08-28,,,,,,
PS3_Muv-luv Photonflowers,PS3,Muv-luv Photonflowers,5pb,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2014-04-24,,,,,,
PS3_Muv-Luv Alternative,PS3,Muv-Luv Alternative,5pb,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2012-10-25,,,,,,
PS4_Hyperdimension Neptunia Re;Birth1 Plus,PS4,Hyperdimension Neptunia Re;Birth1 Plus,Compile Heart,Idea Factory,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-05-31,2018-12-03,,,,,
PS3_Muv-Luv,PS3,Muv-Luv,5pb,Unknown,0.0,10000.0,0.0,0.0,10000.0,0.0,2012-10-25,,3.83,18.0,76.0,"Casual, Adventure","PC, Xbox 360, PlayStation 3, PS Vita"
PS4_Summer Lesson: Miyamoto Hikari Collection,PS4,Summer Lesson: Miyamoto Hikari Collection,Namco Bandai Games,Namco Bandai Games,0.0,10000.0,0.0,0.0,10000.0,0.0,2017-05-25,2018-09-20,,,,,
PS4_Closed Nightmare,PS4,Closed Nightmare,Nippon Ichi Software,Nippon Ichi Software,0.0,10000.0,0.0,0.0,10000.0,0.0,2018-07-19,2018-08-25,0.0,0.0,,"Adventure, Action","PlayStation 4, Nintendo Switch"
PS3_Mist of Chaos,PS3,Mist of Chaos,Idea Factory,Idea Factory,0.0,10000.0,0.0,0.0,10000.0,0.0,2007-03-22,,0.0,0.0,,Strategy,PlayStation 3
